GpsCycle,GpsWeek,GpsToW[s],TimeStartup[ns],UnCompAccX[m/s^2],UnCompAccY[m/s^2],UnCompAccZ[m/s^2],UnCompGyroX[rad/s],UnCompGyroY[rad/s],UnCompGyroZ[rad/s]
1,18,518413,0,-5.91933336e-19,-0.0200002659,0.0339158652,7.29211515e-05,-1.57842418e-07,-0.02
1,18,518413.1,100000000,5.31748009e-10,-0.0200002659,0.0339155735,7.29210141e-05,-1.20002121e-08,-0.02
1,18,518413.2,200000000,1.06348751e-09,-0.0200002659,0.0339152818,7.2920585e-05,1.3384141e-07,-0.02
1,18,518413.3,300000000,1.59521001e-09,-0.0200002659,0.0339149901,7.29198643e-05,2.79681866e-07,-0.02
1,18,518413.4,400000000,2.12690697e-09,-0.0200002659,0.0339146985,7.29188519e-05,4.25520855e-07,-0.02
1,18,518413.5,500000000,2.65856991e-09,-0.0200002658,0.0339144068,7.29175478e-05,5.71357227e-07,-0.02
1,18,518413.6,600000000,3.19019031e-09,-0.0200002658,0.0339141151,7.2915952e-05,7.17190682e-07,-0.02
1,18,518413.7,700000000,3.72175967e-09,-0.0200002658,0.0339138235,7.29140646e-05,8.63020637e-07,-0.02
1,18,518413.8,799999999,4.25326947e-09,-0.0200002658,0.0339135318,7.29118855e-05,1.00884651e-06,-0.02
1,18,518413.9,899999999,4.78471123e-09,-0.0200002658,0.0339132402,7.29094148e-05,1.154668e-06,-0.02
1,18,518414,999999999,5.31607644e-09,-0.0200002658,0.0339129485,7.29066524e-05,1.30048395e-06,-0.02
1,18,518414.1,1099999999,5.84735658e-09,-0.0200002657,0.0339126569,7.29035984e-05,1.44629407e-06,-0.02
1,18,518414.2,1200000000,6.37854317e-09,-0.0200002657,0.0339123653,7.29002528e-05,1.59209778e-06,-0.02
1,18,518414.3,1300000000,6.9096277e-09,-0.0200002657,0.0339120737,7.28966155e-05,1.73789477e-06,-0.02
1,18,518414.4,1400000000,7.44060169e-09,-0.0200002657,0.0339117821,7.28926867e-05,1.88368389e-06,-0.02
1,18,518414.5,1500000000,7.9714566e-09,-0.0200002656,0.0339114906,7.28884663e-05,2.02946513e-06,-0.02
1,18,518414.6,1600000000,8.502184e-09,-0.0200002656,0.033911199,7.28839544e-05,2.17523734e-06,-0.02
1,18,518414.7,1700000000,9.03277534e-09,-0.0200002656,0.0339109075,7.28791509e-05,2.32100049e-06,-0.02
1,18,518414.8,1800000000,9.56322217e-09,-0.0200002655,0.033910616,7.28740559e-05,2.46675345e-06,-0.02
1,18,518414.9,1900000000,1.0093516e-08,-0.0200002655,0.0339103245,7.28686695e-05,2.6124962e-06,-0.02
1,18,518415,2000000000,1.06236483e-08,-0.0200002655,0.033910033,7.28629915e-05,2.75822758e-06,-0.02
1,18,518415.1,2100000000,1.11536106e-08,-0.0200002654,0.0339097416,7.28570221e-05,2.90394758e-06,-0.02
1,18,518415.2,2200000000,1.16833945e-08,-0.0200002654,0.0339094502,7.28507612e-05,3.04965504e-06,-0.02
1,18,518415.3,2300000000,1.22129915e-08,-0.0200002653,0.0339091588,7.2844209e-05,3.19534997e-06,-0.02
1,18,518415.4,2400000000,1.2742393e-08,-0.0200002653,0.0339088674,7.28373653e-05,3.34103147e-06,-0.02
1,18,518415.5,2500000000,1.32715907e-08,-0.0200002652,0.0339085761,7.28302303e-05,3.48669899e-06,-0.02
1,18,518415.6,2600000000,1.3800576e-08,-0.0200002652,0.0339082848,7.2822804e-05,3.63235192e-06,-0.02
1,18,518415.7,2700000000,1.43293405e-08,-0.0200002651,0.0339079935,7.28150864e-05,3.77798941e-06,-0.02
1,18,518415.8,2800000000,1.48578757e-08,-0.020000265,0.0339077023,7.28070776e-05,3.92361144e-06,-0.02
1,18,518415.9,2900000000,1.53861733e-08,-0.020000265,0.0339074111,7.27987775e-05,4.06921715e-06,-0.02
1,18,518416,3000000000,1.59142246e-08,-0.0200002649,0.0339071199,7.27901862e-05,4.21480595e-06,-0.02
1,18,518416.1,3100000000,1.64420213e-08,-0.0200002649,0.0339068287,7.27813037e-05,4.36037725e-06,-0.02
1,18,518416.2,3200000000,1.69695549e-08,-0.0200002648,0.0339065376,7.27721301e-05,4.50593049e-06,-0.02
1,18,518416.3,3300000000,1.74968171e-08,-0.0200002647,0.0339062466,7.27626655e-05,4.65146507e-06,-0.02
1,18,518416.4,3400000000,1.80237992e-08,-0.0200002646,0.0339059555,7.27529097e-05,4.79698041e-06,-0.02
1,18,518416.5,3500000000,1.8550493e-08,-0.0200002646,0.0339056646,7.2742863e-05,4.94247565e-06,-0.02
1,18,518416.6,3600000000,1.907689e-08,-0.0200002645,0.0339053736,7.27325253e-05,5.08795105e-06,-0.02
1,18,518416.7,3700000000,1.96029818e-08,-0.0200002644,0.0339050827,7.27218966e-05,5.23340519e-06,-0.02
1,18,518416.8,3800000000,2.01287599e-08,-0.0200002643,0.0339047918,7.2710977e-05,5.37883776e-06,-0.02
1,18,518416.9,3900000000,2.06542159e-08,-0.0200002643,0.033904501,7.26997667e-05,5.52424819e-06,-0.02
1,18,518417,4000000000,2.11793415e-08,-0.0200002642,0.0339042102,7.26882655e-05,5.66963588e-06,-0.02
1,18,518417.1,4100000000,2.17041282e-08,-0.0200002641,0.0339039195,7.26764735e-05,5.81500055e-06,-0.02
1,18,518417.2,4200000000,2.22285677e-08,-0.020000264,0.0339036288,7.26643908e-05,5.96034105e-06,-0.02
1,18,518417.3,4300000000,2.27526515e-08,-0.0200002639,0.0339033382,7.26520175e-05,6.10565707e-06,-0.02
1,18,518417.4,4400000000,2.32763712e-08,-0.0200002638,0.0339030476,7.26393536e-05,6.25094804e-06,-0.02
1,18,518417.5,4500000000,2.37997185e-08,-0.0200002637,0.0339027571,7.26263991e-05,6.39621366e-06,-0.02
1,18,518417.6,4600000000,2.43226851e-08,-0.0200002636,0.0339024666,7.26131541e-05,6.54145278e-06,-0.02
1,18,518417.7,4699999999,2.48452624e-08,-0.0200002635,0.0339021762,7.25996186e-05,6.6866651e-06,-0.02
1,18,518417.8,4799999999,2.53674423e-08,-0.0200002634,0.0339018858,7.25857927e-05,6.83185005e-06,-0.02
1,18,518417.9,4899999999,2.58892163e-08,-0.0200002633,0.0339015955,7.25716765e-05,6.97700731e-06,-0.02
1,18,518418,4999999999,2.6410576e-08,-0.0200002632,0.0339013052,7.255727e-05,7.12213576e-06,-0.02
1,18,518418.1,5099999999,2.69315132e-08,-0.0200002631,0.033901015,7.25425732e-05,7.26723537e-06,-0.02
1,18,518418.2,5199999999,2.74520194e-08,-0.020000263,0.0339007249,7.25275863e-05,7.41230528e-06,-0.02
1,18,518418.3,5299999999,2.79720865e-08,-0.0200002629,0.0339004348,7.25123093e-05,7.55734462e-06,-0.02
1,18,518418.4,5399999999,2.8491706e-08,-0.0200002628,0.0339001448,7.24967422e-05,7.70235339e-06,-0.02
1,18,518418.5,5499999999,2.90108696e-08,-0.0200002627,0.0338998549,7.24808851e-05,7.84733043e-06,-0.02
1,18,518418.6,5599999999,2.9529569e-08,-0.0200002626,0.033899565,7.24647381e-05,7.99227574e-06,-0.02
1,18,518418.7,5699999999,3.0047796e-08,-0.0200002624,0.0338992751,7.24483012e-05,8.13718844e-06,-0.02
1,18,518418.8,5799999999,3.05655422e-08,-0.0200002623,0.0338989854,7.24315746e-05,8.28206768e-06,-0.02
1,18,518418.9,5899999999,3.10827994e-08,-0.0200002622,0.0338986957,7.24145581e-05,8.42691345e-06,-0.02
1,18,518419,5999999999,3.15995592e-08,-0.0200002621,0.0338984061,7.23972521e-05,8.57172488e-06,-0.02
1,18,518419.1,6099999999,3.21158134e-08,-0.0200002619,0.0338981165,7.23796564e-05,8.71650139e-06,-0.02
1,18,518419.2,6199999999,3.26315538e-08,-0.0200002618,0.033897827,7.23617712e-05,8.8612424e-06,-0.02
1,18,518419.3,6299999999,3.31467721e-08,-0.0200002617,0.0338975376,7.23435966e-05,9.00594733e-06,-0.02
1,18,518419.4,6399999999,3.36614601e-08,-0.0200002615,0.0338972483,7.23251325e-05,9.15061561e-06,-0.02
1,18,518419.5,6499999999,3.41756094e-08,-0.0200002614,0.033896959,7.23063792e-05,9.29524637e-06,-0.02
1,18,518419.6,6599999999,3.4689212e-08,-0.0200002613,0.0338966698,7.22873367e-05,9.43983961e-06,-0.02
1,18,518419.7,6699999999,3.52022595e-08,-0.0200002611,0.0338963807,7.22680049e-05,9.58439445e-06,-0.02
1,18,518419.8,6799999999,3.57147438e-08,-0.020000261,0.0338960917,7.22483841e-05,9.72891033e-06,-0.02
1,18,518419.9,6899999999,3.62266566e-08,-0.0200002608,0.0338958027,7.22284743e-05,9.87338665e-06,-0.02
1,18,518420,6999999999,3.67379899e-08,-0.0200002607,0.0338955139,7.22082756e-05,1.00178229e-05,-0.02
1,18,518420.1,7099999999,3.72487353e-08,-0.0200002606,0.0338952251,7.21877881e-05,1.01622184e-05,-0.02
1,18,518420.2,7199999999,3.77588847e-08,-0.0200002604,0.0338949364,7.21670117e-05,1.03065726e-05,-0.02
1,18,518420.3,7299999999,3.826843e-08,-0.0200002602,0.0338946478,7.21459467e-05,1.04508852e-05,-0.02
1,18,518420.4,7399999999,3.8777363e-08,-0.0200002601,0.0338943592,7.21245932e-05,1.05951552e-05,-0.02
1,18,518420.5,7499999999,3.92856756e-08,-0.0200002599,0.0338940708,7.21029511e-05,1.07393821e-05,-0.02
1,18,518420.6,7599999999,3.97933596e-08,-0.0200002598,0.0338937824,7.20810206e-05,1.08835654e-05,-0.02
1,18,518420.7,7699999999,4.03004069e-08,-0.0200002596,0.0338934941,7.20588017e-05,1.10277046e-05,-0.02
1,18,518420.8,7799999999,4.08068094e-08,-0.0200002595,0.0338932059,7.20362946e-05,1.11717993e-05,-0.02
1,18,518420.9,7899999999,4.1312559e-08,-0.0200002593,0.0338929178,7.20134994e-05,1.13158484e-05,-0.02
1,18,518421,7999999999,4.18176476e-08,-0.0200002591,0.0338926298,7.19904161e-05,1.14598516e-05,-0.02
1,18,518421.1,8099999999,4.23220671e-08,-0.020000259,0.0338923419,7.19670448e-05,1.16038083e-05,-0.02
1,18,518421.2,8199999999,4.28258094e-08,-0.0200002588,0.0338920541,7.19433857e-05,1.17477183e-05,-0.02
1,18,518421.3,8299999999,4.33288666e-08,-0.0200002586,0.0338917664,7.19194388e-05,1.18915806e-05,-0.02
1,18,518421.4,8399999999,4.38312305e-08,-0.0200002584,0.0338914787,7.18952042e-05,1.20353945e-05,-0.02
1,18,518421.5,8499999999,4.4332893e-08,-0.0200002583,0.0338911912,7.1870682e-05,1.21791599e-05,-0.02
1,18,518421.6,8599999999,4.48338463e-08,-0.0200002581,0.0338909038,7.18458723e-05,1.23228756e-05,-0.02
1,18,518421.7,8699999999,4.53340822e-08,-0.0200002579,0.0338906164,7.18207752e-05,1.24665414e-05,-0.02
1,18,518421.8,8799999999,4.58335928e-08,-0.0200002577,0.0338903292,7.17953908e-05,1.26101571e-05,-0.02
1,18,518421.9,8899999999,4.633237e-08,-0.0200002575,0.0338900421,7.17697192e-05,1.27537216e-05,-0.02
1,18,518422,8999999999,4.6830406e-08,-0.0200002574,0.0338897551,7.17437606e-05,1.28972342e-05,-0.02
1,18,518422.1,9099999999,4.73276926e-08,-0.0200002572,0.0338894681,7.17175149e-05,1.30406949e-05,-0.02
1,18,518422.2,9199999999,4.7824222e-08,-0.020000257,0.0338891813,7.16909824e-05,1.31841025e-05,-0.02
1,18,518422.3,9299999999,4.83199862e-08,-0.0200002568,0.0338888946,7.16641631e-05,1.3327457e-05,-0.02
1,18,518422.4,9399999999,4.88149773e-08,-0.0200002566,0.033888608,7.16370572e-05,1.34707576e-05,-0.02
1,18,518422.5,9499999999,4.93091873e-08,-0.0200002564,0.0338883215,7.16096647e-05,1.36140036e-05,-0.02
1,18,518422.6,9599999999,4.98026084e-08,-0.0200002562,0.0338880351,7.15819857e-05,1.37571943e-05,-0.02
1,18,518422.7,9699999999,5.02952327e-08,-0.020000256,0.0338877489,7.15540204e-05,1.39003296e-05,-0.02
1,18,518422.8,9799999999,5.07870522e-08,-0.0200002558,0.0338874627,7.15257689e-05,1.40434087e-05,-0.02
1,18,518422.9,9899999999,5.12780592e-08,-0.0200002556,0.0338871767,7.14972312e-05,1.4186431e-05,-0.02
1,18,518423,9999999999,5.17682457e-08,-0.0200002554,0.0338868907,7.14684076e-05,1.43293959e-05,-0.02
1,18,518423.1,10099999999,5.22576039e-08,-0.0200002552,0.0338866049,7.14392981e-05,1.44723028e-05,-0.02
1,18,518423.2,10199999999,5.2746126e-08,-0.020000255,0.0338863192,7.14099028e-05,1.46151512e-05,-0.02
1,18,518423.3,10299999999,5.32338041e-08,-0.0200002548,0.0338860337,7.13802219e-05,1.47579406e-05,-0.02
1,18,518423.4,10399999999,5.37206306e-08,-0.0200002545,0.0338857482,7.13502554e-05,1.49006702e-05,-0.02
1,18,518423.5,10499999999,5.42065974e-08,-0.0200002543,0.0338854629,7.13200035e-05,1.50433397e-05,-0.02
1,18,518423.6,10599999999,5.4691697e-08,-0.0200002541,0.0338851776,7.12894664e-05,1.51859483e-05,-0.02
1,18,518423.7,10699999999,5.51759215e-08,-0.0200002539,0.0338848926,7.1258644e-05,1.53284956e-05,-0.02
1,18,518423.8,10799999999,5.56592632e-08,-0.0200002537,0.0338846076,7.12275366e-05,1.54709809e-05,-0.02
1,18,518423.9,10899999999,5.61417144e-08,-0.0200002534,0.0338843227,7.11961443e-05,1.56134037e-05,-0.02
1,18,518424,10999999999,5.66232673e-08,-0.0200002532,0.033884038,7.11644672e-05,1.57557637e-05,-0.02
1,18,518424.1,11099999999,5.71039142e-08,-0.020000253,0.0338837534,7.11325055e-05,1.58980597e-05,-0.02
1,18,518424.2,11199999999,5.75836474e-08,-0.0200002528,0.033883469,7.11002592e-05,1.60402916e-05,-0.02
1,18,518424.3,11299999999,5.80624594e-08,-0.0200002525,0.0338831846,7.10677284e-05,1.61824586e-05,-0.02
1,18,518424.4,11399999999,5.85403423e-08,-0.0200002523,0.0338829004,7.10349134e-05,1.63245606e-05,-0.02
1,18,518424.5,11499999999,5.90172886e-08,-0.0200002521,0.0338826164,7.10018143e-05,1.64665963e-05,-0.02
1,18,518424.6,11599999999,5.94932906e-08,-0.0200002518,0.0338823324,7.09684311e-05,1.66085656e-05,-0.02
1,18,518424.7,11699999999,5.99683407e-08,-0.0200002516,0.0338820486,7.09347641e-05,1.67504678e-05,-0.02
1,18,518424.8,11799999999,6.04424313e-08,-0.0200002513,0.033881765,7.09008133e-05,1.68923026e-05,-0.02
1,18,518424.9,11899999999,6.09155548e-08,-0.0200002511,0.0338814814,7.08665788e-05,1.7034069e-05,-0.02
1,18,518425,11999999999,6.13877037e-08,-0.0200002509,0.033881198,7.08320609e-05,1.71757668e-05,-0.02
1,18,518425.1,12099999999,6.18588704e-08,-0.0200002506,0.0338809148,7.07972597e-05,1.73173951e-05,-0.02
1,18,518425.2,12199999999,6.23290473e-08,-0.0200002504,0.0338806317,7.07621753e-05,1.74589537e-05,-0.02
1,18,518425.3,12299999999,6.2798227e-08,-0.0200002501,0.0338803487,7.07268078e-05,1.76004416e-05,-0.02
1,18,518425.4,12399999999,6.32664019e-08,-0.0200002499,0.0338800658,7.06911573e-05,1.77418588e-05,-0.02
1,18,518425.5,12499999999,6.37335646e-08,-0.0200002496,0.0338797832,7.06552241e-05,1.7883204e-05,-0.02
1,18,518425.6,12599999999,6.41997075e-08,-0.0200002493,0.0338795006,7.06190083e-05,1.80244774e-05,-0.02
1,18,518425.7,12699999999,6.46648232e-08,-0.0200002491,0.0338792182,7.058251e-05,1.81656778e-05,-0.02
1,18,518425.8,12799999999,6.51289043e-08,-0.0200002488,0.033878936,7.05457293e-05,1.83068051e-05,-0.02
1,18,518425.9,12899999999,6.55919433e-08,-0.0200002486,0.0338786539,7.05086665e-05,1.84478586e-05,-0.02
1,18,518426,12999999999,6.60539329e-08,-0.0200002483,0.0338783719,7.04713216e-05,1.85888377e-05,-0.02
1,18,518426.1,13099999999,6.65148656e-08,-0.020000248,0.0338780901,7.04336948e-05,1.87297415e-05,-0.02
1,18,518426.2,13199999999,6.69747341e-08,-0.0200002478,0.0338778084,7.03957862e-05,1.887057e-05,-0.02
1,18,518426.3,13299999999,6.74335309e-08,-0.0200002475,0.0338775269,7.03575961e-05,1.90113224e-05,-0.02
1,18,518426.4,13399999999,6.78912489e-08,-0.0200002472,0.0338772456,7.03191245e-05,1.91519982e-05,-0.02
1,18,518426.5,13499999999,6.83478805e-08,-0.020000247,0.0338769644,7.02803716e-05,1.92925967e-05,-0.02
1,18,518426.6,13599999999,6.88034186e-08,-0.0200002467,0.0338766833,7.02413376e-05,1.94331171e-05,-0.02
1,18,518426.7,13699999999,6.92578559e-08,-0.0200002464,0.0338764025,7.02020226e-05,1.95735594e-05,-0.02
1,18,518426.8,13799999999,6.9711185e-08,-0.0200002461,0.0338761217,7.01624268e-05,1.97139229e-05,-0.02
1,18,518426.9,13899999999,7.01633988e-08,-0.0200002459,0.0338758412,7.01225503e-05,1.98542068e-05,-0.02
1,18,518427,13999999999,7.06144899e-08,-0.0200002456,0.0338755608,7.00823933e-05,1.99944107e-05,-0.02
1,18,518427.1,14099999999,7.10644512e-08,-0.0200002453,0.0338752805,7.0041956e-05,2.0134534e-05,-0.02
1,18,518427.2,14199999999,7.15132755e-08,-0.020000245,0.0338750004,7.00012385e-05,2.02745761e-05,-0.02
1,18,518427.3,14299999999,7.19609556e-08,-0.0200002447,0.0338747205,6.9960241e-05,2.04145364e-05,-0.02
1,18,518427.4,14399999999,7.24074843e-08,-0.0200002444,0.0338744408,6.99189636e-05,2.05544145e-05,-0.02
1,18,518427.5,14499999999,7.28528544e-08,-0.0200002441,0.0338741612,6.98774066e-05,2.069421e-05,-0.02
1,18,518427.6,14599999999,7.3297059e-08,-0.0200002438,0.0338738817,6.983557e-05,2.08339216e-05,-0.02
1,18,518427.7,14699999999,7.37400907e-08,-0.0200002435,0.0338736025,6.9793454e-05,2.09735494e-05,-0.02
1,18,518427.8,14799999999,7.41819427e-08,-0.0200002433,0.0338733234,6.97510589e-05,2.11130931e-05,-0.02
1,18,518427.9,14899999999,7.46226077e-08,-0.020000243,0.0338730445,6.97083847e-05,2.12525513e-05,-0.02
1,18,518428,14999999999,7.50620788e-08,-0.0200002427,0.0338727657,6.96654317e-05,2.13919239e-05,-0.02
1,18,518428.1,15099999999,7.55003489e-08,-0.0200002424,0.0338724872,6.96222001e-05,2.15312103e-05,-0.02
1,18,518428.2,15199999999,7.59374109e-08,-0.0200002421,0.0338722088,6.95786899e-05,2.16704103e-05,-0.02
1,18,518428.3,15299999999,7.6373258e-08,-0.0200002417,0.0338719306,6.95349014e-05,2.18095226e-05,-0.02
1,18,518428.4,15399999999,7.68078831e-08,-0.0200002414,0.0338716525,6.94908347e-05,2.19485471e-05,-0.02
1,18,518428.5,15499999999,7.72412793e-08,-0.0200002411,0.0338713746,6.94464901e-05,2.20874834e-05,-0.02
1,18,518428.6,15599999999,7.76734396e-08,-0.0200002408,0.0338710969,6.94018676e-05,2.22263305e-05,-0.02
1,18,518428.7,15699999999,7.81043572e-08,-0.0200002405,0.0338708194,6.93569676e-05,2.2365088e-05,-0.02
1,18,518428.8,15799999999,7.85340251e-08,-0.0200002402,0.0338705421,6.93117901e-05,2.25037558e-05,-0.02
1,18,518428.9,15899999999,7.89624364e-08,-0.0200002399,0.0338702649,6.92663353e-05,2.26423326e-05,-0.02
1,18,518429,15999999999,7.93895843e-08,-0.0200002396,0.033869988,6.92206035e-05,2.27808184e-05,-0.02
1,18,518429.1,16099999999,7.98154621e-08,-0.0200002392,0.0338697112,6.91745947e-05,2.29192123e-05,-0.02
1,18,518429.2,16199999999,8.02400627e-08,-0.0200002389,0.0338694346,6.91283093e-05,2.30575141e-05,-0.02
1,18,518429.3,16299999999,8.06633796e-08,-0.0200002386,0.0338691582,6.90817473e-05,2.31957228e-05,-0.02
1,18,518429.4,16399999999,8.10854058e-08,-0.0200002383,0.0338688819,6.90349089e-05,2.33338383e-05,-0.02
1,18,518429.5,16499999999,8.15061346e-08,-0.020000238,0.0338686059,6.89877945e-05,2.34718596e-05,-0.02
1,18,518429.6,16599999999,8.19255594e-08,-0.0200002376,0.03386833,6.8940404e-05,2.36097867e-05,-0.02
1,18,518429.7,16699999999,8.23436733e-08,-0.0200002373,0.0338680544,6.88927378e-05,2.37476187e-05,-0.02
1,18,518429.8,16799999999,8.27604698e-08,-0.020000237,0.0338677789,6.8844796e-05,2.38853547e-05,-0.02
1,18,518429.9,16899999999,8.3175942e-08,-0.0200002366,0.0338675036,6.87965787e-05,2.40229949e-05,-0.02
1,18,518430,16999999999,8.35900835e-08,-0.0200002363,0.0338672285,6.87480863e-05,2.41605381e-05,-0.02
1,18,518430.1,17099999999,8.40028875e-08,-0.020000236,0.0338669536,6.86993189e-05,2.42979843e-05,-0.02
1,18,518430.2,17199999999,8.44143475e-08,-0.0200002356,0.033866679,6.86502767e-05,2.44353327e-05,-0.02
1,18,518430.3,17299999999,8.48244569e-08,-0.0200002353,0.0338664045,6.86009598e-05,2.45725827e-05,-0.02
1,18,518430.4,17399999999,8.52332091e-08,-0.020000235,0.0338661302,6.85513686e-05,2.47097338e-05,-0.02
1,18,518430.5,17499999999,8.56405975e-08,-0.0200002346,0.0338658561,6.85015031e-05,2.48467854e-05,-0.02
1,18,518430.6,17599999999,8.60466157e-08,-0.0200002343,0.0338655822,6.84513635e-05,2.49837367e-05,-0.02
1,18,518430.7,17699999999,8.64512571e-08,-0.0200002339,0.0338653085,6.84009502e-05,2.51205877e-05,-0.02
1,18,518430.8,17799999999,8.68545154e-08,-0.0200002336,0.033865035,6.83502633e-05,2.52573377e-05,-0.02
1,18,518430.9,17899999999,8.72563839e-08,-0.0200002332,0.0338647617,6.82993029e-05,2.53939859e-05,-0.02
1,18,518431,17999999999,8.76568564e-08,-0.0200002329,0.0338644886,6.82480693e-05,2.5530532e-05,-0.02
1,18,518431.1,18099999999,8.80559263e-08,-0.0200002325,0.0338642157,6.81965627e-05,2.56669753e-05,-0.02
1,18,518431.2,18199999999,8.84535874e-08,-0.0200002322,0.033863943,6.81447833e-05,2.58033153e-05,-0.02
1,18,518431.3,18299999999,8.88498332e-08,-0.0200002318,0.0338636705,6.80927313e-05,2.59395514e-05,-0.02
1,18,518431.4,18399999999,8.92446574e-08,-0.0200002315,0.0338633983,6.80404069e-05,2.60756832e-05,-0.02
1,18,518431.5,18499999999,8.96380537e-08,-0.0200002311,0.0338631262,6.79878103e-05,2.621171e-05,-0.02
1,18,518431.6,18599999999,9.00300158e-08,-0.0200002307,0.0338628544,6.79349418e-05,2.63476314e-05,-0.02
1,18,518431.7,18699999999,9.04205374e-08,-0.0200002304,0.0338625827,6.78818015e-05,2.64834467e-05,-0.02
1,18,518431.8,18799999999,9.08096123e-08,-0.02000023,0.0338623113,6.78283897e-05,2.66191554e-05,-0.02
1,18,518431.9,18900000000,9.11972342e-08,-0.0200002297,0.0338620401,6.77747065e-05,2.67547571e-05,-0.02
1,18,518432,19000000000,9.1583397e-08,-0.0200002293,0.0338617691,6.77207522e-05,2.68902511e-05,-0.02
1,18,518432.1,19100000000,9.19680944e-08,-0.0200002289,0.0338614984,6.76665271e-05,2.70256369e-05,-0.02
1,18,518432.2,19200000000,9.23513204e-08,-0.0200002286,0.0338612278,6.76120312e-05,2.7160914e-05,-0.02
1,18,518432.3,19300000000,9.27330687e-08,-0.0200002282,0.0338609575,6.75572649e-05,2.72960821e-05,-0.02
1,18,518432.4,19400000000,9.31133333e-08,-0.0200002278,0.0338606874,6.75022283e-05,2.74311401e-05,-0.02
1,18,518432.5,19500000000,9.34921081e-08,-0.0200002274,0.0338604175,6.74469217e-05,2.75660877e-05,-0.02
1,18,518432.6,19600000000,9.3869387e-08,-0.0200002271,0.0338601478,6.73913453e-05,2.77009248e-05,-0.02
1,18,518432.7,19700000000,9.42451641e-08,-0.0200002267,0.0338598784,6.73354993e-05,2.78356501e-05,-0.02
1,18,518432.8,19800000000,9.46194332e-08,-0.0200002263,0.0338596091,6.72793839e-05,2.79702634e-05,-0.02
1,18,518432.9,19900000000,9.49921883e-08,-0.0200002259,0.0338593401,6.72229994e-05,2.81047645e-05,-0.02
1,18,518433,20000000000,9.53634237e-08,-0.0200002256,0.0338590714,6.7166346e-05,2.82391523e-05,-0.02
1,18,518433.1,20100000000,9.57331332e-08,-0.0200002252,0.0338588028,6.71094239e-05,2.83734265e-05,-0.02
1,18,518433.2,20200000000,9.61013109e-08,-0.0200002248,0.0338585345,6.70522334e-05,2.85075868e-05,-0.02
1,18,518433.3,20300000000,9.64679511e-08,-0.0200002244,0.0338582664,6.69947746e-05,2.86416322e-05,-0.02
1,18,518433.4,20400000000,9.68330478e-08,-0.020000224,0.0338579985,6.69370479e-05,2.87755624e-05,-0.02
1,18,518433.5,20500000000,9.71965951e-08,-0.0200002236,0.0338577309,6.68790533e-05,2.89093772e-05,-0.02
1,18,518433.6,20600000000,9.75585873e-08,-0.0200002232,0.0338574635,6.68207913e-05,2.90430757e-05,-0.02
1,18,518433.7,20700000000,9.79190186e-08,-0.0200002229,0.0338571964,6.67622619e-05,2.91766571e-05,-0.02
1,18,518433.8,20800000000,9.82778832e-08,-0.0200002225,0.0338569294,6.67034655e-05,2.93101214e-05,-0.02
1,18,518433.9,20900000000,9.86351753e-08,-0.0200002221,0.0338566627,6.66444022e-05,2.94434676e-05,-0.02
1,18,518434,21000000000,9.89908892e-08,-0.0200002217,0.0338563963,6.65850723e-05,2.95766957e-05,-0.02
1,18,518434.1,21100000000,9.93450193e-08,-0.0200002213,0.0338561301,6.65254761e-05,2.97098046e-05,-0.02
1,18,518434.2,21200000000,9.96975599e-08,-0.0200002209,0.0338558641,6.64656138e-05,2.98427942e-05,-0.02
1,18,518434.3,21300000000,1.00048505e-07,-0.0200002205,0.0338555984,6.64054856e-05,2.99756639e-05,-0.02
1,18,518434.4,21400000000,1.0039785e-07,-0.0200002201,0.0338553329,6.63450917e-05,3.01084127e-05,-0.02
1,18,518434.5,21500000000,1.00745588e-07,-0.0200002197,0.0338550676,6.62844324e-05,3.02410408e-05,-0.02
1,18,518434.6,21600000000,1.01091715e-07,-0.0200002193,0.0338548026,6.6223508e-05,3.0373547e-05,-0.02
1,18,518434.7,21700000000,1.01436224e-07,-0.0200002189,0.0338545378,6.61623187e-05,3.05059313e-05,-0.02
1,18,518434.8,21800000000,1.01779109e-07,-0.0200002185,0.0338542733,6.61008647e-05,3.0638193e-05,-0.02
1,18,518434.9,21900000000,1.02120367e-07,-0.020000218,0.033854009,6.60391462e-05,3.07703312e-05,-0.02
1,18,518435,22000000000,1.0245999e-07,-0.0200002176,0.033853745,6.59771636e-05,3.0902346e-05,-0.02
1,18,518435.1,22100000000,1.02797975e-07,-0.0200002172,0.0338534812,6.59149171e-05,3.10342366e-05,-0.02
1,18,518435.2,22200000000,1.03134314e-07,-0.0200002168,0.0338532177,6.58524069e-05,3.11660024e-05,-0.02
1,18,518435.3,22300000000,1.03469003e-07,-0.0200002164,0.0338529544,6.57896332e-05,3.12976429e-05,-0.02
1,18,518435.4,22400000000,1.03802037e-07,-0.020000216,0.0338526914,6.57265964e-05,3.14291575e-05,-0.02
1,18,518435.5,22500000000,1.0413341e-07,-0.0200002156,0.0338524286,6.56632967e-05,3.15605459e-05,-0.02
1,18,518435.6,22600000000,1.04463117e-07,-0.0200002152,0.0338521661,6.55997343e-05,3.1691807e-05,-0.02
1,18,518435.7,22700000000,1.04791152e-07,-0.0200002147,0.0338519038,6.55359094e-05,3.18229411e-05,-0.02
1,18,518435.8,22800000000,1.05117511e-07,-0.0200002143,0.0338516418,6.54718224e-05,3.19539472e-05,-0.02
